data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,sort
0.0032505,0.034127,-0.0088631,-0.0099522,0.0037194,-0.00076053,-0.0085802,-0.022429,-0.0099974,0.085873,-0.050706,-0.034568,9
0.0036424,0.034103,-0.015536,-0.0066033,0.0038736,-0.0008147,-0.0079401,-0.022386,-0.011348,0.083467,-0.054468,-0.036638,9
0.0036371,0.034147,-0.015449,-0.014676,0.0050462,-0.00082739,-0.0083832,-0.02235,-0.011136,0.090766,-0.05492,-0.037274,9
0.0038511,0.03416,-0.012679,-0.015425,0.004145,-0.00076317,-0.0081595,-0.022319,-0.0050051,0.088335,-0.050982,-0.034721,9
0.0040027,0.034104,-0.010352,-0.016969,0.0047034,-0.00078485,-0.0073272,-0.022326,-0.011314,0.087578,-0.052796,-0.035904,9
0.0034051,0.034129,-0.015511,-0.014036,0.0036934,-0.00075117,-0.0084561,-0.022404,-0.011367,0.081101,-0.05039,-0.034048,9
0.0037394,0.034089,-0.010385,-0.006387,0.003877,-0.00080943,-0.0075937,-0.02234,-0.011393,0.083545,-0.054317,-0.036516,9
0.0037038,0.034144,-0.016091,-0.0069549,0.0039148,-0.00081064,-0.0082399,-0.022343,-0.011886,0.082208,-0.054367,-0.036482,9
0.0038117,0.034142,-0.010295,-0.016956,0.0043657,-0.00077564,-0.0080274,-0.022319,-0.011165,0.087437,-0.051812,-0.035376,9
0.0032955,0.034115,-0.015548,-0.01711,0.0051592,-0.00078739,-0.0084139,-0.022431,-0.011434,0.087224,-0.050984,-0.035368,9
0.0031363,0.034112,-0.0072078,-0.0093937,0.0038074,-0.00079724,-0.0085185,-0.022446,-0.0064986,0.087692,-0.052259,-0.035801,9
0.0030248,0.03412,-0.018058,-0.012731,0.0055873,-0.00078808,-0.0087246,-0.022474,-0.0058617,0.083506,-0.054995,-0.036979,9
0.0039016,0.034155,-0.012683,-0.015425,0.0041446,-0.00076315,-0.0080329,-0.022331,-0.005027,0.088325,-0.050982,-0.034719,9
0.0040022,0.034104,-0.010352,-0.016969,0.0059246,-0.00081872,-0.007327,-0.022325,-0.011315,0.087578,-0.056303,-0.037854,9
0.0037935,0.034173,-0.012674,-0.015427,0.0041461,-0.00076318,-0.0083896,-0.022319,-0.0049675,0.088359,-0.050981,-0.034726,9
0.0040043,0.034104,-0.010351,-0.016969,0.0047033,-0.00078483,-0.0073269,-0.022326,-0.011314,0.087578,-0.052795,-0.035904,9
0.0034044,0.034129,-0.015511,-0.014036,0.0036935,-0.00075118,-0.0084566,-0.022404,-0.011367,0.081101,-0.050391,-0.034048,9
0.0037398,0.034089,-0.010384,-0.006387,0.003877,-0.00080943,-0.007593,-0.02234,-0.011393,0.083545,-0.054317,-0.036516,9
0.0037038,0.034144,-0.016091,-0.0069549,0.0039148,-0.00081064,-0.0082399,-0.022343,-0.011886,0.082208,-0.054367,-0.036482,9
0.0038117,0.034142,-0.010295,-0.016956,0.0043657,-0.00077564,-0.0080274,-0.022319,-0.011165,0.087437,-0.051812,-0.035376,9
0.0032955,0.034115,-0.015548,-0.01711,0.0051592,-0.00078739,-0.0084139,-0.022431,-0.011434,0.087224,-0.050984,-0.035368,9
0.0031363,0.034112,-0.012391,-0.0076642,0.0039381,-0.000814,-0.0085185,-0.022446,-0.01006,0.081429,-0.054414,-0.036503,9
0.0039437,0.042253,-0.0058988,-0.011843,0.0038545,-0.00077031,-0.0077836,-0.029492,-0.0046184,0.083946,-0.050917,-0.034893,9
0.0033262,0.034106,-0.013509,-0.014582,0.0039627,-0.0007799,-0.0082805,-0.022438,-0.0093119,0.084329,-0.051357,-0.034992,9
0.0037259,0.034111,-0.010354,-0.017321,0.0055245,-0.00082971,-0.007859,-0.022352,-0.0071896,0.087895,-0.056313,-0.03799,9
0.0036837,0.034178,-0.012674,-0.015428,0.0041466,-0.00076314,-0.0086297,-0.022344,-0.0049715,0.088364,-0.050978,-0.034725,9
0.0040057,0.034104,-0.010351,-0.016969,0.0047033,-0.00078483,-0.0073246,-0.022326,-0.011314,0.087578,-0.052795,-0.035904,9
0.0034045,0.034129,-0.013724,-0.017478,0.0040653,-0.00077298,-0.0084566,-0.022404,-0.01221,0.084856,-0.051241,-0.034901,9
0.0037463,0.034109,-0.010356,-0.014245,0.0038932,-0.00081602,-0.0078083,-0.022353,-0.0071975,0.090047,-0.052901,-0.036184,9
0.0037376,0.034138,-0.016102,-0.0067687,0.0040132,-0.00075796,-0.0081311,-0.022356,-0.011917,0.075915,-0.050665,-0.034085,9
0.0040557,0.042311,-0.0057584,-0.0065835,0.0039879,-0.0007722,-0.0069958,-0.029541,-0.0042353,0.084,-0.05163,-0.035176,9
0.0032695,0.03411,-0.013491,-0.016972,0.0038546,-0.00081803,-0.0083768,-0.022434,-0.0092805,0.087593,-0.053947,-0.036706,9
0.0034725,0.034149,-0.012999,-0.0098272,0.0039103,-0.00082117,-0.0086326,-0.022406,-0.0054961,0.086147,-0.05454,-0.036912,9
0.003977,0.034153,-0.012684,-0.015424,0.0041444,-0.00076315,-0.0078874,-0.022327,-0.0050288,0.088322,-0.050982,-0.034719,9
0.0040014,0.034104,-0.010352,-0.016969,0.0059246,-0.00081872,-0.0073281,-0.022325,-0.011315,0.087578,-0.056303,-0.037854,9
0.0037935,0.034173,-0.012674,-0.015427,0.0041461,-0.00076318,-0.0083895,-0.022319,-0.0049675,0.088359,-0.050981,-0.034726,9
0.020045,0.10745,-0.35191,0.0087907,0.012728,-0.005674,-0.030996,-0.42643,0.23335,0.1025,-0.11398,-0.062895,9
0.017369,0.12744,-0.31915,0.0017056,0.012821,-0.0049009,-0.030422,-0.39717,0.22813,0.06229,-0.10148,-0.046098,9
0.014111,0.082901,-0.34589,0.0056906,0.013381,-0.0050439,-0.011868,-0.45583,0.16348,0.080174,-0.097846,-0.05043,9
0.019616,0.10744,-0.31092,0.010973,0.011424,-0.0051752,-0.030588,-0.42684,0.24953,0.10074,-0.10334,-0.055855,9
0.0165,0.12745,-0.30912,0.0048885,0.012242,-0.0049368,-0.029246,-0.39806,0.22397,0.058463,-0.1026,-0.045887,9
0.014078,0.08311,-0.34504,0.0057167,0.013389,-0.0050651,-0.01127,-0.45537,0.16241,0.079981,-0.098198,-0.050633,9
0.019637,0.10746,-0.31189,0.010865,0.011469,-0.0051877,-0.030594,-0.42677,0.24922,0.10084,-0.10355,-0.056005,9
0.016518,0.12744,-0.31754,0.0049323,0.012123,-0.0048412,-0.029284,-0.39805,0.22895,0.058422,-0.10109,-0.045051,9
0.013586,0.079246,-0.3421,0.0072296,0.013325,-0.0051688,-0.01419,-0.45728,0.16257,0.079419,-0.10019,-0.051519,9
0.019799,0.10755,-0.32269,0.010106,0.012014,-0.0053458,-0.030623,-0.42642,0.24615,0.10193,-0.10613,-0.05798,9
0.016711,0.12743,-0.31062,0.0043172,0.012352,-0.0049038,-0.029733,-0.3979,0.22695,0.059904,-0.10187,-0.045864,9
0.014036,0.08303,-0.36089,0.0055891,0.013299,-0.005013,-0.011511,-0.45561,0.1651,0.078947,-0.097585,-0.04984,9
0.019607,0.10742,-0.31144,0.011,0.011465,-0.0051913,-0.030383,-0.42685,0.24939,0.10055,-0.10362,-0.056017,9
0.016517,0.12746,-0.31841,0.0048799,0.012147,-0.0048556,-0.029253,-0.39802,0.22861,0.058455,-0.1013,-0.045181,9
0.013602,0.079254,-0.34638,0.0071098,0.013157,-0.0050253,-0.0142,-0.45723,0.16768,0.078987,-0.098139,-0.049948,9
0.01962,0.10745,-0.31043,0.01103,0.0114,-0.0051695,-0.030358,-0.42677,0.24969,0.10065,-0.10325,-0.055787,9
0.016488,0.12745,-0.30928,0.0054399,0.012039,-0.0048001,-0.029224,-0.39806,0.23139,0.059165,-0.10033,-0.04493,9
0.013492,0.079232,-0.3476,0.0078526,0.013462,-0.0053491,-0.014323,-0.45748,0.15765,0.07973,-0.10282,-0.053503,9
0.020004,0.1077,-0.31313,0.0093445,0.012044,-0.0053371,-0.030916,-0.42596,0.24444,0.10303,-0.10595,-0.057957,9
0.016728,0.12738,-0.31341,0.0042481,0.012437,-0.0049677,-0.029857,-0.39801,0.22463,0.059882,-0.1029,-0.046396,9
0.014116,0.083092,-0.34578,0.0054619,0.013442,-0.0050714,-0.011498,-0.45537,0.16227,0.080217,-0.098248,-0.050705,9
0.019659,0.10745,-0.31646,0.010627,0.011682,-0.0052552,-0.03064,-0.42678,0.24733,0.10087,-0.10467,-0.056763,9
0.016608,0.12744,-0.31259,0.0050308,0.012246,-0.0049022,-0.029417,-0.39796,0.22807,0.059786,-0.10188,-0.045908,9
0.013997,0.083052,-0.34216,0.0060694,0.013309,-0.0050408,-0.011513,-0.4556,0.16343,0.079884,-0.097843,-0.050419,9
0.019584,0.10746,-0.31256,0.010897,0.011496,-0.0052038,-0.030538,-0.42682,0.24848,0.10034,-0.10384,-0.05609,9
0.016545,0.12745,-0.3073,0.0053758,0.012435,-0.0050953,-0.029248,-0.398,0.22098,0.059994,-0.10495,-0.04767,9
0.01345,0.076016,-0.33891,0.0084279,0.014113,-0.0056942,-0.017168,-0.45791,0.17402,0.085887,-0.10731,-0.058256,9
0.020354,0.10787,-0.3265,0.0077536,0.012123,-0.0053343,-0.032213,-0.42544,0.24566,0.10451,-0.10588,-0.05787,9
0.016816,0.12728,-0.31261,0.0042347,0.012399,-0.0049125,-0.03003,-0.39818,0.22736,0.060373,-0.10196,-0.046021,9
0.014044,0.083024,-0.34957,0.0056667,0.013323,-0.0050237,-0.011583,-0.45561,0.16361,0.079425,-0.097663,-0.050069,9
0.019603,0.10743,-0.31231,0.010903,0.011483,-0.0052002,-0.030461,-0.42685,0.24855,0.10031,-0.10378,-0.056042,9
0.016542,0.12745,-0.32408,0.0048975,0.012265,-0.0049478,-0.029237,-0.398,0.22646,0.058673,-0.10276,-0.046029,9
0.014086,0.083116,-0.34694,0.0055155,0.01347,-0.0051143,-0.011306,-0.45535,0.16052,0.079945,-0.098923,-0.051095,9
0.019719,0.10749,-0.31216,0.010712,0.011517,-0.0051927,-0.030667,-0.42665,0.25015,0.10157,-0.1036,-0.056198,9
0.016515,0.12744,-0.31273,0.005006,0.012183,-0.0048867,-0.029391,-0.39809,0.22696,0.05877,-0.10176,-0.045532,9
0.01401,0.083055,-0.34197,0.006094,0.0133,-0.005039,-0.011328,-0.45558,0.16349,0.079836,-0.097824,-0.050398,9
0.019579,0.10746,-0.31569,0.01069,0.01163,-0.0052485,-0.030529,-0.42682,0.24678,0.10011,-0.10459,-0.05653,9
0.016614,0.12745,-0.30838,0.0054215,0.012902,-0.00545,-0.029302,-0.39792,0.20933,0.061177,-0.11047,-0.051013,9
0.01386,0.0768,-0.34747,0.0052909,0.013751,-0.0051211,-0.017016,-0.45652,0.16842,0.083045,-0.099292,-0.05131,9
0.019849,0.10736,-0.30669,0.011029,0.012649,-0.0056499,-0.031059,-0.42682,0.23354,0.10635,-0.11425,-0.064424,9
0.017165,0.12758,-0.32527,0.0028918,0.013638,-0.0056491,-0.030914,-0.39716,0.205,0.064308,-0.11319,-0.053144,9
0.014083,0.076221,-0.35236,0.0043695,0.014032,-0.0051688,-0.017973,-0.45634,0.16852,0.08489,-0.099801,-0.051986,9
0.019954,0.10732,-0.31497,0.0097532,0.011575,-0.0052041,-0.031389,-0.42683,0.24802,0.10169,-0.1038,-0.056119,9
0.016605,0.12737,-0.31358,0.0049732,0.012327,-0.0049753,-0.029416,-0.39813,0.22506,0.059513,-0.10308,-0.046466,9
0.014091,0.083129,-0.36036,0.0053188,0.013518,-0.0051333,-0.011457,-0.45531,0.16444,0.079936,-0.099203,-0.05125,9
0.01976,0.10749,-0.31888,0.010059,0.01176,-0.0052783,-0.030697,-0.4266,0.24577,0.10079,-0.10507,-0.056898,9
0.016675,0.12741,-0.30987,0.0047156,0.012346,-0.004946,-0.029446,-0.39795,0.22579,0.059886,-0.10256,-0.046274,9
0.01406,0.083085,-0.34694,0.0057125,0.013529,-0.0051736,-0.01152,-0.45545,0.15909,0.080275,-0.099757,-0.051789,9
0.019784,0.10753,-0.32258,0.01012,0.012009,-0.0053439,-0.030793,-0.42651,0.24619,0.10193,-0.10609,-0.057956,9
0.016711,0.12743,-0.30935,0.0053251,0.012986,-0.0054616,-0.02973,-0.3979,0.21053,0.062303,-0.11051,-0.051352,9
0.013852,0.076783,-0.35032,0.0050329,0.014389,-0.0056121,-0.017211,-0.45657,0.15145,0.083909,-0.10641,-0.05642,9
0.020529,0.10768,-0.32371,0.0075441,0.011956,-0.0052844,-0.031901,-0.42562,0.24611,0.1042,-0.10508,-0.057155,9
0.016786,0.12726,-0.30836,0.0043901,0.012373,-0.004914,-0.029887,-0.39825,0.22685,0.060254,-0.10199,-0.046029,9
0.014039,0.083033,-0.3495,0.00568,0.01332,-0.0050231,-0.011568,-0.4556,0.16362,0.079413,-0.097657,-0.050065,9
0.019601,0.10743,-0.30868,0.010926,0.011292,-0.0051412,-0.030458,-0.42685,0.24954,0.10008,-0.10281,-0.055293,9
0.016481,0.12744,-0.3107,0.0055094,0.012134,-0.0048934,-0.029091,-0.39808,0.22768,0.059039,-0.10185,-0.045717,9
0.013979,0.083073,-0.35613,0.0055183,0.013776,-0.0054079,-0.011395,-0.45558,0.14997,0.079331,-0.10335,-0.053924,9
0.020147,0.1077,-0.31807,0.008953,0.011712,-0.0052344,-0.031018,-0.42585,0.24752,0.10264,-0.10429,-0.056541,9
0.01666,0.12734,-0.31041,0.0048359,0.012301,-0.0049239,-0.029595,-0.39817,0.22681,0.059827,-0.10222,-0.046075,9
0.014034,0.083066,-0.36133,0.00549,0.013316,-0.0050172,-0.011509,-0.45553,0.16482,0.078947,-0.097641,-0.049872,9
0.019618,0.10742,-0.3121,0.0109,0.011473,-0.005197,-0.030392,-0.42684,0.24863,0.10031,-0.10373,-0.056004,9
0.016538,0.12745,-0.31653,0.0051205,0.012108,-0.0048309,-0.02923,-0.398,0.23028,0.058912,-0.10087,-0.045099,9
0.013551,0.079241,-0.34225,0.0072233,0.013122,-0.005021,-0.014279,-0.45735,0.16689,0.078692,-0.098111,-0.049858,9
0.019615,0.10746,-0.31001,0.011069,0.011381,-0.0051639,-0.03031,-0.42676,0.24984,0.10062,-0.10316,-0.055723,9
0.01648,0.12746,-0.31797,0.004958,0.012115,-0.0048489,-0.02921,-0.39806,0.22836,0.058172,-0.10124,-0.045067,9
0.013598,0.079257,-0.34641,0.0071249,0.013152,-0.0050262,-0.01415,-0.45723,0.16759,0.078918,-0.098163,-0.049947,9
0.019622,0.10745,-0.31046,0.011025,0.011402,-0.0051699,-0.03035,-0.42676,0.24968,0.10066,-0.10326,-0.055792,9
0.016489,0.12745,-0.31091,0.0050241,0.012194,-0.0049069,-0.029226,-0.39806,0.22602,0.058588,-0.10211,-0.045674,9
0.014033,0.083081,-0.36023,0.005903,0.013563,-0.0052223,-0.011298,-0.45549,0.16558,0.080426,-0.10044,-0.052364,9
0.019827,0.10758,-0.31305,0.010125,0.011505,-0.0051844,-0.030881,-0.42639,0.24911,0.10166,-0.10347,-0.05599,9
0.016546,0.1274,-0.30711,0.0059949,0.012821,-0.005441,-0.02938,-0.39813,0.21027,0.061281,-0.11034,-0.051014,9
0.013823,0.076823,-0.38567,0.0044859,0.014074,-0.005381,-0.017032,-0.45655,0.16051,0.081275,-0.10341,-0.0534,9
0.020318,0.10752,-0.33042,0.0084166,0.012329,-0.0054193,-0.031225,-0.42605,0.24375,0.10356,-0.10732,-0.058819,9
0.016882,0.12734,-0.3144,0.0040123,0.012544,-0.0049853,-0.030075,-0.39796,0.22564,0.061009,-0.10303,-0.04678,9
0.014119,0.083079,-0.36624,0.0048826,0.013471,-0.0050747,-0.011692,-0.4554,0.16241,0.07904,-0.098485,-0.050367,9
0.019741,0.10744,-0.31092,0.010508,0.011389,-0.0051634,-0.030501,-0.42671,0.24893,0.1006,-0.10317,-0.055584,9
0.016522,0.12742,-0.31482,0.0048153,0.012075,-0.0047979,-0.0292,-0.39809,0.22982,0.058179,-0.10041,-0.044611,9
0.01355,0.079218,-0.33695,0.0075036,0.013089,-0.0050142,-0.014136,-0.45742,0.16735,0.078989,-0.097962,-0.049906,9
0.019576,0.10746,-0.30938,0.010941,0.011332,-0.0051557,-0.030334,-0.42679,0.24924,0.099964,-0.10306,-0.055451,9
0.016496,0.12745,-0.30277,0.0057087,0.012103,-0.0048627,-0.029104,-0.39805,0.22929,0.059727,-0.10126,-0.045637,9
0.013529,0.079277,-0.34109,0.0072506,0.013355,-0.0051994,-0.014445,-0.4573,0.16115,0.079371,-0.10065,-0.051819,9
0.019843,0.10758,-0.31304,0.010141,0.011502,-0.0051854,-0.030662,-0.42634,0.24905,0.10158,-0.10349,-0.055992,9
0.016545,0.1274,-0.31148,0.0053313,0.012293,-0.0049852,-0.029371,-0.39813,0.22486,0.059561,-0.10325,-0.046602,9
0.014082,0.083149,-0.34956,0.0055242,0.013489,-0.0051189,-0.011475,-0.45528,0.16109,0.080242,-0.09895,-0.051205,9
0.019718,0.10749,-0.30422,0.010821,0.011645,-0.005225,-0.030712,-0.42666,0.24887,0.10228,-0.10409,-0.056771,9
0.016523,0.12745,-0.30843,0.0048779,0.012206,-0.0048808,-0.029552,-0.39807,0.22706,0.059047,-0.10162,-0.045532,9
0.013615,0.07926,-0.34793,0.006957,0.013197,-0.0050393,-0.014308,-0.45719,0.1672,0.079052,-0.098337,-0.050076,9
0.01965,0.10745,-0.31157,0.010903,0.011453,-0.0051844,-0.03039,-0.42674,0.24928,0.10076,-0.1035,-0.055959,9
0.016511,0.12745,-0.32623,0.0050304,0.012283,-0.0049829,-0.029266,-0.39805,0.22532,0.058557,-0.10335,-0.046315,9
0.013391,0.075975,-0.34331,0.0076651,0.013168,-0.0050169,-0.016856,-0.45819,0.172,0.080044,-0.098213,-0.04994,9
0.019635,0.10741,-0.3111,0.010969,0.011431,-0.0051785,-0.030458,-0.42684,0.24941,0.10068,-0.1034,-0.055882,9
0.016504,0.12745,-0.30886,0.0049459,0.012182,-0.0048892,-0.029244,-0.39805,0.22587,0.05854,-0.10183,-0.0455,9
0.014019,0.083062,-0.34226,0.0060568,0.01331,-0.0050425,-0.011287,-0.45555,0.16336,0.079847,-0.097876,-0.050431,9
0.019585,0.10746,-0.31251,0.010895,0.011494,-0.0052029,-0.030536,-0.42682,0.24851,0.10035,-0.10382,-0.056082,9
0.016544,0.12745,-0.30728,0.0053794,0.012434,-0.0050951,-0.029247,-0.398,0.22098,0.059989,-0.10494,-0.047667,9
0.013449,0.076016,-0.33891,0.0084289,0.014113,-0.0056943,-0.017167,-0.45791,0.17402,0.085885,-0.10731,-0.058255,9
0.020354,0.10787,-0.3265,0.0077536,0.012123,-0.0053343,-0.032212,-0.42544,0.24566,0.10451,-0.10588,-0.05787,9
0.016816,0.12728,-0.31261,0.0042347,0.012399,-0.0049125,-0.03003,-0.39818,0.22736,0.060373,-0.10196,-0.046021,9
0.014044,0.083024,-0.34957,0.0056667,0.013323,-0.0050237,-0.011584,-0.45561,0.16361,0.079425,-0.097663,-0.050069,9
0.019603,0.10743,-0.31231,0.010903,0.011483,-0.0052002,-0.030461,-0.42685,0.24855,0.10031,-0.10378,-0.056042,9
0.016542,0.12745,-0.32409,0.0048975,0.012265,-0.0049478,-0.029237,-0.398,0.22646,0.058673,-0.10276,-0.046029,9
0.014086,0.083116,-0.34694,0.0055155,0.01347,-0.0051143,-0.011306,-0.45535,0.16052,0.079945,-0.098923,-0.051095,9
0.019719,0.10749,-0.31215,0.010712,0.011517,-0.0051927,-0.030667,-0.42665,0.25015,0.10157,-0.1036,-0.056197,9
0.016515,0.12744,-0.31272,0.0050028,0.01218,-0.0048845,-0.029391,-0.39809,0.22703,0.058762,-0.10173,-0.045511,9
0.014007,0.083053,-0.35878,0.0056113,0.01345,-0.0051507,-0.011326,-0.45559,0.1595,0.078912,-0.099622,-0.051239,9
0.019795,0.10752,-0.32005,0.010107,0.011842,-0.0052997,-0.030581,-0.42649,0.24614,0.10129,-0.1054,-0.057276,9
0.016681,0.12742,-0.30717,0.005187,0.012584,-0.0051482,-0.029555,-0.39793,0.22048,0.061226,-0.10563,-0.048385,9
0.013485,0.076007,-0.35473,0.0071807,0.013357,-0.005071,-0.017403,-0.45783,0.17187,0.081256,-0.098847,-0.050665,9
0.019716,0.10742,-0.31767,0.010345,0.011726,-0.0052687,-0.030707,-0.42678,0.24656,0.10078,-0.1049,-0.05684,9
0.016646,0.12743,-0.30729,0.0052308,0.012558,-0.0051486,-0.029428,-0.39795,0.21974,0.060816,-0.10569,-0.048301,9
0.013493,0.076014,-0.3537,0.0072808,0.013462,-0.0051547,-0.017334,-0.4578,0.16959,0.081735,-0.10001,-0.051638,9
0.019811,0.10748,-0.33502,0.0097517,0.012325,-0.0054897,-0.030891,-0.42659,0.24032,0.10178,-0.10946,-0.060031,9
0.016986,0.12745,-0.31571,0.0038695,0.013275,-0.0055225,-0.029983,-0.39756,0.20752,0.062702,-0.1114,-0.051807,9
0.013982,0.076719,-0.35759,0.0048706,0.013916,-0.0051795,-0.017296,-0.45643,0.16789,0.083814,-0.10006,-0.051985,9
0.019945,0.10737,-0.31893,0.0096121,0.011762,-0.0052648,-0.031255,-0.42672,0.24638,0.10164,-0.10481,-0.056808,9
0.016679,0.12738,-0.31393,0.0048663,0.012592,-0.0051519,-0.029527,-0.39804,0.21968,0.060379,-0.1058,-0.048181,9
0.01353,0.075997,-0.37256,0.0062893,0.013606,-0.0052307,-0.017254,-0.45776,0.16588,0.080109,-0.10139,-0.051877,9
0.020031,0.1075,-0.31046,0.0095926,0.012064,-0.005344,-0.030809,-0.42632,0.24439,0.1031,-0.10606,-0.058103,9
0.016719,0.1274,-0.31487,0.0042376,0.01235,-0.0048965,-0.029881,-0.39799,0.22753,0.059786,-0.10177,-0.045757,9
0.014038,0.083021,-0.36086,0.0056011,0.013296,-0.005013,-0.011483,-0.45563,0.16509,0.078921,-0.097588,-0.049836,9
0.019607,0.10743,-0.31241,0.010965,0.011511,-0.0052062,-0.030379,-0.42685,0.249,0.10055,-0.10386,-0.056186,9
0.016536,0.12746,-0.31889,0.0048977,0.012168,-0.0048656,-0.029282,-0.398,0.22883,0.058691,-0.10144,-0.045323,9
0.013606,0.079257,-0.36925,0.0064068,0.013368,-0.0051755,-0.014244,-0.45721,0.16248,0.077792,-0.10055,-0.051078,9
0.019914,0.10754,-0.30906,0.010079,0.012387,-0.0054986,-0.030435,-0.42632,0.23859,0.10383,-0.10981,-0.060849,9
0.016936,0.12748,-0.31886,0.0031711,0.01265,-0.0049843,-0.030282,-0.39759,0.22473,0.060861,-0.10301,-0.046647,9
0.013431,0.075848,-0.34343,0.0074985,0.013412,-0.0051839,-0.017235,-0.45839,0.16622,0.080602,-0.1006,-0.051707,9
0.019872,0.10751,-0.3132,0.010094,0.01151,-0.0051865,-0.03078,-0.42644,0.24904,0.10166,-0.10351,-0.056006,9
0.01655,0.1274,-0.31058,0.0051004,0.012148,-0.0048526,-0.029383,-0.39813,0.22887,0.059157,-0.10117,-0.045338,9
0.01357,0.07925,-0.34135,0.0071721,0.013113,-0.0049993,-0.014325,-0.45729,0.16772,0.078876,-0.097765,-0.04967,9
0.019583,0.10744,-0.30943,0.011437,0.01141,-0.005169,-0.030304,-0.42683,0.25133,0.10115,-0.10322,-0.055977,9
0.016447,0.12748,-0.31333,0.0049784,0.012023,-0.0047772,-0.029293,-0.39806,0.23035,0.058067,-0.1001,-0.044423,9
0.013522,0.079214,-0.33593,0.0081924,0.013202,-0.0051503,-0.014113,-0.45748,0.16434,0.080014,-0.099836,-0.051617,9
0.019693,0.10758,-0.30535,0.010803,0.011542,-0.005195,-0.030654,-0.42648,0.24972,0.10204,-0.10361,-0.056361,9
0.016495,0.12744,-0.30919,0.0053225,0.012218,-0.0049296,-0.029461,-0.3981,0.22626,0.059349,-0.10238,-0.046072,9
0.014025,0.083096,-0.34915,0.0057467,0.013452,-0.0051307,-0.011439,-0.45547,0.16043,0.079835,-0.09918,-0.051269,9
0.019731,0.10751,-0.31407,0.010555,0.011597,-0.0052187,-0.030671,-0.42659,0.2492,0.10153,-0.10403,-0.056463,9
0.016555,0.12743,-0.31233,0.0048901,0.012197,-0.0048757,-0.029434,-0.39805,0.22771,0.059017,-0.10155,-0.045482,9
0.01361,0.079258,-0.34136,0.0071738,0.013273,-0.0051065,-0.014302,-0.4572,0.16498,0.079647,-0.099239,-0.050927,9
0.019711,0.1075,-0.30856,0.010499,0.011911,-0.0053166,-0.030563,-0.4266,0.24483,0.10176,-0.10564,-0.057679,9
0.016656,0.12745,-0.30885,0.0049488,0.012279,-0.0048933,-0.029657,-0.39791,0.22891,0.06045,-0.10165,-0.045971,9
0.013588,0.07925,-0.34483,0.0071291,0.01318,-0.0050296,-0.01456,-0.45725,0.16785,0.079389,-0.09814,-0.050075,9
0.019618,0.10745,-0.31057,0.011016,0.011407,-0.0051712,-0.030416,-0.42678,0.24965,0.10068,-0.10328,-0.055808,9
0.016491,0.12745,-0.31094,0.0050125,0.012192,-0.0049037,-0.029231,-0.39806,0.22613,0.058589,-0.10205,-0.045645,9
0.01403,0.083077,-0.35881,0.0055765,0.013469,-0.0051527,-0.011298,-0.4555,0.15993,0.07917,-0.099616,-0.051312,9
0.019792,0.10752,-0.31655,0.010183,0.011676,-0.0052472,-0.030619,-0.4265,0.24747,0.10122,-0.10453,-0.05665,9
0.01662,0.12742,-0.31434,0.0046646,0.012117,-0.004784,-0.029443,-0.39801,0.23109,0.058925,-0.10011,-0.044638,9
0.013527,0.07919,-0.3362,0.0081588,0.013175,-0.0051218,-0.014258,-0.45752,0.16534,0.080016,-0.099415,-0.051318,9
0.019658,0.10755,-0.30922,0.010608,0.01154,-0.0052071,-0.030613,-0.42656,0.24795,0.10102,-0.10386,-0.056228,9
0.016549,0.12744,-0.30807,0.0048867,0.012202,-0.0048801,-0.029344,-0.39804,0.22707,0.059022,-0.10161,-0.045527,9
0.013613,0.079262,-0.33837,0.0072202,0.013175,-0.0050274,-0.014306,-0.45719,0.16746,0.079644,-0.098066,-0.050136,9
0.019597,0.10745,-0.31246,0.010898,0.011491,-0.0052026,-0.030445,-0.4268,0.24851,0.10032,-0.10382,-0.056073,9
0.016544,0.12745,-0.32029,0.0048936,0.012195,-0.0048877,-0.029243,-0.398,0.2282,0.058691,-0.10179,-0.045514,9
0.014017,0.083055,-0.34527,0.0059252,0.013385,-0.0050997,-0.011313,-0.45557,0.16116,0.079672,-0.098748,-0.050947,9
0.01968,0.1075,-0.31699,0.01053,0.011706,-0.005261,-0.0306,-0.42666,0.24722,0.101,-0.10476,-0.056843,9
0.016616,0.12744,-0.31397,0.0048673,0.012368,-0.0049908,-0.029444,-0.39796,0.2246,0.059673,-0.10331,-0.046627,9
0.013377,0.075958,-0.3433,0.0076666,0.013169,-0.005016,-0.017052,-0.45825,0.17204,0.080077,-0.098192,-0.049932,9
0.019635,0.10741,-0.316,0.010588,0.011642,-0.005251,-0.030461,-0.42684,0.24668,0.10019,-0.10463,-0.056556,9
0.016621,0.12744,-0.31429,0.0046667,0.012114,-0.0047836,-0.029317,-0.39793,0.23108,0.058894,-0.1001,-0.044632,9
0.013525,0.079191,-0.35874,0.0077091,0.013081,-0.005044,-0.014255,-0.45752,0.16884,0.078614,-0.098487,-0.050136,9
0.019622,0.10749,-0.31678,0.010562,0.011678,-0.0052628,-0.030322,-0.42668,0.24638,0.10019,-0.10483,-0.0567,9
0.016632,0.12745,-0.34674,0.0044483,0.012736,-0.0052905,-0.029341,-0.39791,0.21606,0.058772,-0.10825,-0.048953,9
0.013813,0.076719,-0.35817,0.0055909,0.013772,-0.0052242,-0.016506,-0.45689,0.16491,0.081927,-0.10097,-0.05216,9
